# PMU_padrao on SAPHO - cocotb fast sim results
# A=1 f1=62 Hz f0=60 Hz Fs=1920 Hz Fr=60 Hz phi=0.7853981634 rad N=1600 Q20
# TVE compares y_hw[n] against X[n-82] (FIR group delay); '-' while n < 82
#      n         x[n]        Re_hw        Im_hw       abs_hw     fase_deg        fe_hw     ROCOF_hw    TVE_pct
     789   -0.7973207    0.4514761   -0.5353098    0.7002765   -49.855978   62.1508331    0.0502472    0.96651
     790   -0.6593458    0.4552345   -0.5320301    0.7002103   -49.447865   62.1763000    0.0254669    0.97950
     791   -0.4943212    0.4590731   -0.5288525    0.7003092   -49.040220   62.1741943   -0.0021057    0.97253
     792   -0.3090170    0.4629335   -0.5258064    0.7005568   -48.638477   62.1425018   -0.0316925    0.94635
     793   -0.1110353    0.4667530   -0.5228968    0.7009133   -48.246963   62.0881958   -0.0543060    0.90371
     794    0.0915016    0.4704723   -0.5201035    0.7013215   -47.868309   62.0194397   -0.0687561    0.84958
     795    0.2902847    0.4740438   -0.5173845    0.7017153   -47.503114   61.9476776   -0.0717621    0.79138
     796    0.4771588    0.4774380   -0.5146799    0.7020274   -47.149749   61.8845215   -0.0631561    0.73919
     797    0.6444573    0.4806557   -0.5119305    0.7022127   -46.804701   61.8402100   -0.0443115    0.70284
     798    0.7853169    0.4837151   -0.5090733    0.7022363   -46.463154   61.8217163   -0.0184937    0.69176
     799    0.8939588    0.4866619   -0.5060635    0.7020969   -46.119630   61.8316956    0.0099792    0.70857
     800    0.9659258    0.4895525   -0.5028753    0.7018157   -45.769120   61.8694611    0.0377655    0.74901
     801    0.9982656    0.4924526   -0.4995089    0.7014404   -45.407562   61.9281616    0.0587006    0.80334
     802    0.9896514    0.4954185   -0.4959879    0.7010303   -45.032904   61.9983521    0.0701904    0.86124
     803    0.9404366    0.4984970   -0.4923553    0.7006519   -44.644865   62.0692444    0.0708923    0.91351
     804    0.8526402    0.5017118   -0.4886713    0.7003673   -44.245620   62.1290741    0.0598297    0.95313
     805    0.7298641    0.5050592   -0.4849997    0.7002210   -43.839289   62.1674500    0.0383759    0.97576
     806    0.5771452    0.5085192   -0.4813995    0.7002409   -43.430728   62.1787567    0.0113068    0.97841
     807    0.4007488    0.5120411   -0.4779129    0.7004190   -43.025537   62.1610565   -0.0177002    0.96144
     808    0.2079117    0.5155687   -0.4745646    0.7007301   -42.628577   62.1168823   -0.0441742    0.92615
     809    0.0065449    0.5190372   -0.4713516    0.7011220   -42.243430   62.0539551   -0.0629272    0.87672
     810   -0.1950903    0.5223875   -0.4682484    0.7015306   -41.871846   61.9820251   -0.0719299    0.81945
     811   -0.3887220    0.5255775   -0.4652061    0.7018892   -41.513109   61.9132080   -0.0688171    0.76309
     812   -0.5664062    0.5285873   -0.4621658    0.7021409   -41.164548   61.8587952   -0.0544128    0.71784
     813   -0.7208536    0.5314188   -0.4590645    0.7022436   -40.821993   61.8268738   -0.0319214    0.69390
     814   -0.8457278    0.5341024   -0.4558458    0.7021829   -40.480099   61.8234406   -0.0034332    0.69720
     815   -0.9359059    0.5366840   -0.4524670    0.7019659   -40.133530   61.8482208    0.0247803    0.72718
     816   -0.9876883    0.5392246   -0.4489107    0.7016295   -39.777771   61.8973846    0.0491638    0.77610
     817   -0.9989507    0.5417881   -0.4451809    0.7012278   -39.409542   61.9639435    0.0665588    0.83358
     818   -0.9692309    0.5444298   -0.4413071    0.7008250   -39.027735   62.0360260    0.0720825    0.88968
     819   -0.8997483    0.5471888   -0.4373417    0.7004879   -38.633665   62.1019135    0.0658875    0.93617
     820   -0.7933533    0.5500860   -0.4333420    0.7002713   -38.230025   62.1526947    0.0507812    0.96730
     821   -0.6544109    0.5531111   -0.4293747    0.7002103   -37.821838   62.1768799    0.0241852    0.97967
     822   -0.4886212    0.5562334   -0.4254932    0.7003143   -37.414344   62.1731873   -0.0036926    0.97206
     823   -0.3027858    0.5594015   -0.4217367    0.7005654   -37.012896   62.1408997   -0.0322876    0.94537
     824   -0.1045285    0.5625563   -0.4181232    0.7009255   -36.621793   62.0860596   -0.0548401    0.90210
     825    0.0980171    0.5656338   -0.4146414    0.7013338   -36.243513   62.0173340   -0.0687256    0.84782
     826    0.2965416    0.5685797   -0.4112606    0.7017251   -35.878674   61.9456482   -0.0716858    0.78978
     827    0.4829003    0.5713558   -0.4079304    0.7020361   -35.525662   61.8829193   -0.0627289    0.73762
     828    0.6494480    0.5739460   -0.4045868    0.7022140   -35.180827   61.8391266   -0.0437927    0.70233
     829    0.7893520    0.5763626   -0.4011698    0.7022329   -34.839350   61.8211670   -0.0179596    0.69205
     830    0.8968727    0.5786390   -0.3976231    0.7020878   -34.495660   61.8330231    0.0118561    0.70984
     831    0.9675991    0.5808277   -0.3939133    0.7018037   -34.144844   61.8710785    0.0380554    0.75076
     832    0.9986295    0.5829906   -0.3900261    0.7014260   -33.782886   61.9302216    0.0591431    0.80541
     833    0.9886910    0.5851908   -0.3859739    0.7010165   -33.407622   62.0013733    0.0711517    0.86316
     834    0.9381913    0.5874767   -0.3817930    0.7006389   -33.019284   62.0710297    0.0696564    0.91531
     835    0.8492022    0.5898876   -0.3775349    0.7003570   -32.619711   62.1308899    0.0598602    0.95460
     836    0.7253744    0.5924339   -0.3732653    0.7002178   -32.213136   62.1685333    0.0376434    0.97636
     837    0.5717880    0.5951014   -0.3690453    0.7002428   -31.804644   62.1784363    0.0099030    0.97837
     838    0.3947439    0.5978518   -0.3649254    0.7004265   -31.399659   62.1599579   -0.0184784    0.96068
     839    0.2015053    0.6006327   -0.3609400    0.7007405   -31.003046   62.1152954   -0.0446625    0.92492
     840   -0.0000000    0.6033821   -0.3570995    0.7011348   -30.618313   62.0517426   -0.0635529    0.87502
     841   -0.2015053    0.6060343   -0.3533888    0.7015420   -30.247181   61.9795990   -0.0721436    0.81775
     842   -0.3947439    0.6085424   -0.3497686    0.7018989   -29.888764   61.9113770   -0.0682220    0.76149
     843   -0.5717880    0.6108723   -0.3461847    0.7021459   -29.540470   61.8574677   -0.0539093    0.71682
     844   -0.7253744    0.6130161   -0.3425751    0.7022439   -29.198001   61.8263397   -0.0311279    0.69364
     845   -0.8492022    0.6149912   -0.3388777    0.7021768   -28.856017   61.8239746   -0.0023651    0.69799
     846   -0.9381913    0.6168365   -0.3350439    0.7019557   -28.509253   61.8493652    0.0253906    0.72866
     847   -0.9886910    0.6186075   -0.3310432    0.7016159   -28.153133   61.8992920    0.0499268    0.77806
     848   -0.9986295    0.6203690   -0.3268681    0.7012135   -27.784432   61.9663086    0.0670166    0.83558
     849   -0.9675991    0.6221781   -0.3225384    0.7008114   -27.402315   62.0381012    0.0717926    0.89157
     850   -0.8968727    0.6240883   -0.3180952    0.7004789   -27.007750   62.1042480    0.0661469    0.93741
     851   -0.7893520    0.6261244   -0.3135939    0.7002663   -26.603960   62.1532593    0.0490112    0.96808
     852   -0.6494480    0.6282930   -0.3090992    0.7002103   -26.195646   62.1775970    0.0243378    0.97987
     853   -0.4829003    0.6305723   -0.3046722    0.7003189   -25.788338   62.1726532   -0.0049438    0.97168
     854   -0.2965416    0.6329222   -0.3003588    0.7005754   -25.387088   62.1398010   -0.0328522    0.94428
     855   -0.0980171    0.6352825   -0.2961884    0.7009361   -24.996389   62.0836639   -0.0561371    0.90083
     856    0.1045285    0.6375942   -0.2921638    0.7013459   -24.618601   62.0148315   -0.0688324    0.84612
     857    0.3027858    0.6397953   -0.2882633    0.7017363   -24.254210   61.9434814   -0.0713501    0.78801
     858    0.4886212    0.6418371   -0.2844439    0.7020422   -23.901552   61.8807983   -0.0626831    0.73642
     859    0.6544109    0.6436958   -0.2806473    0.7022159   -23.556895   61.8381805   -0.0426178    0.70174
     860    0.7933533    0.6453695   -0.2768097    0.7022289   -23.215296   61.8216858   -0.0164948    0.69247
     861    0.8997483    0.6468830   -0.2728748    0.7020814   -22.871489   61.8335266    0.0118408    0.71072
     862    0.9692309    0.6482754   -0.2687941    0.7017914   -22.520336   61.8727570    0.0392303    0.75254
     863    0.9989507    0.6496105   -0.2645464    0.7014119   -22.158044   61.9321899    0.0594330    0.80743
     864    0.9876883    0.6509495   -0.2601290    0.7010009   -21.782375   62.0033417    0.0711517    0.86533
     865    0.9359059    0.6523533   -0.2555695    0.7006287   -21.393528   62.0739288    0.0705872    0.91671
     866    0.8457278    0.6538610   -0.2509127    0.7003509   -20.993808   62.1320953    0.0581665    0.95548
     867    0.7208536    0.6554985   -0.2462168    0.7002150   -20.587062   62.1690369    0.0369415    0.97688
     868    0.5664062    0.6572666   -0.2415476    0.7002461   -20.178542   62.1788025    0.0097656    0.97815
     869    0.3887220    0.6591349   -0.2369614    0.7004352   -19.773694   62.1589966   -0.0198059    0.95978
     870    0.1950903    0.6610556   -0.2325029    0.7007511   -19.377521   62.1130524   -0.0459442    0.92368
     871   -0.0065449    0.6629734   -0.2281923    0.7011458   -18.993222   62.0493774   -0.0636749    0.87356
     872   -0.2079117    0.6648235   -0.2240276    0.7015545   -18.622431   61.9775543   -0.0718231    0.81593
     873   -0.4007488    0.6665459   -0.2199802    0.7019079   -18.264448   61.9092865   -0.0682678    0.75995
     874   -0.5771452    0.6681013   -0.2160025    0.7021513   -17.916432   61.8557739   -0.0535126    0.71573
     875   -0.7298641    0.6694689   -0.2120342    0.7022443   -17.574039   61.8259583   -0.0298157    0.69334
     876   -0.8526402    0.6706533   -0.2080126    0.7021717   -17.232013   61.8241730   -0.0017853    0.69862
     877   -0.9404366    0.6716843   -0.2038813    0.7019454   -16.885003   61.8505859    0.0264130    0.73014
     878   -0.9896514    0.6726122   -0.1996002    0.7016035   -16.528456   61.9016876    0.0511017    0.77986
     879   -0.9982656    0.6734953   -0.1951513    0.7011989   -16.159422   61.9681244    0.0664368    0.83763
     880   -0.9659258    0.6743994   -0.1905413    0.7007999   -15.776830   62.0406189    0.0724945    0.89315
     881   -0.8939588    0.6753769   -0.1858006    0.7004683   -15.381922   62.1059418    0.0653229    0.93890
     882   -0.7853169    0.6764688   -0.1809797    0.7002598   -14.977906   62.1544952    0.0485535    0.96907
     883   -0.6444573    0.6776924   -0.1761417    0.7002092   -14.569600   62.1776733    0.0231781    0.98020
     884   -0.4771588    0.6790400   -0.1713486    0.7003253   -14.162330   62.1722412   -0.0054321    0.97105
     885   -0.2902847    0.6804752   -0.1666546    0.7005857   -13.761388   62.1382294   -0.0340118    0.94311
     886   -0.0915016    0.6819496   -0.1620989    0.7009503   -13.371022   62.0819702   -0.0562592    0.89904
     887    0.1110353    0.6834011   -0.1576958    0.7013594   -12.993647   62.0125275   -0.0694427    0.84426
     888    0.3090170    0.6847677   -0.1534367    0.7017476   -12.629716   61.9410400   -0.0714874    0.78623
     889    0.4943212    0.6859941   -0.1492863    0.7020501   -12.277303   61.8793793   -0.0616608    0.73503
     890    0.6593458    0.6870441   -0.1451941    0.7022186   -11.932825   61.8370056   -0.0423737    0.70110
     891    0.7973207    0.6879063   -0.1410980    0.7022277   -11.591300   61.8214417   -0.0155640    0.69250
     892    0.9025853    0.6885881   -0.1369362    0.7020720   -11.247398   61.8343048    0.0128632    0.71203
     893    0.9708212    0.6891298   -0.1326542    0.7017813   -10.895887   61.8744507    0.0401459    0.75401
     894    0.9992290    0.6895800   -0.1282187    0.7013990   -10.533137   61.9346619    0.0602112    0.80926
     895    0.9866433    0.6900005   -0.1236181    0.7009866   -10.157158   62.0055084    0.0708466    0.86733
     896    0.9335804    0.6904583   -0.1188650    0.7006151    -9.767939   62.0757446    0.0702362    0.91859
     897    0.8422172    0.6910028   -0.1139956    0.7003427    -9.367777   62.1339111    0.0581665    0.95667
     898    0.7163019    0.6916666   -0.1090651    0.7002127    -8.960870   62.1699677    0.0360565    0.97733
     899    0.5610003    0.6924620   -0.1041374    0.7002487    -8.552461   62.1784668    0.0084991    0.97803
     900    0.3826834    0.6933727   -0.0992718    0.7004432    -8.147798   62.1578979   -0.0205688    0.95895
     901    0.1886670    0.6943598   -0.0945215    0.7007637    -7.751888   62.1116180   -0.0462799    0.92219
     902   -0.0130896    0.6953716   -0.0899181    0.7011612    -7.368002   62.0471344   -0.0644836    0.87157
     903   -0.2143092    0.6963415   -0.0854712    0.7015674    -6.997663   61.9750519   -0.0720825    0.81406
     904   -0.4067366    0.6972094   -0.0811644    0.7019178    -6.640096   61.9072571   -0.0677948    0.75832
     905   -0.5824777    0.6979256   -0.0769567    0.7021556    -6.292299   61.8545685   -0.0526886    0.71483
     906   -0.7343225    0.6984606   -0.0727959    0.7022438    -5.950073   61.8254700   -0.0290985    0.69318
     907   -0.8560416    0.6988058   -0.0686169    0.7021665    -5.607988   61.8244476   -0.0010223    0.69928
     908   -0.9426415    0.6989794   -0.0643587    0.7019360    -5.260691   61.8520050    0.0275574    0.73149
     909   -0.9905693    0.6990223   -0.0599737    0.7015903    -4.903773   61.9033661    0.0513611    0.78174
     910   -0.9978589    0.6989918   -0.0554323    0.7011863    -4.534252   61.9707031    0.0673370    0.83939
     911   -0.9642112    0.6989479   -0.0507298    0.7007865    -4.151258   62.0426941    0.0719910    0.89499
     912   -0.8910065    0.6989555   -0.0458860    0.7004601    -3.756046   62.1080017    0.0653076    0.94004
     913   -0.7812482    0.6990585   -0.0409422    0.7002564    -3.351848   62.1556702    0.0476685    0.96962
     914   -0.6394390    0.6992884   -0.0359554    0.7002121    -2.943395   62.1780853    0.0224152    0.98000
     915   -0.4713967    0.6996441   -0.0309906    0.7003301    -2.536248   62.1713715   -0.0067139    0.97068
     916   -0.2840153    0.7001095   -0.0261078    0.7005961    -2.135628   62.1367798   -0.0345917    0.94194
     917   -0.0849822    0.7006369   -0.0213528    0.7009622    -1.745619   62.0799103   -0.0568695    0.89759
     918    0.1175374    0.7011719   -0.0167532    0.7013720    -1.368716   62.0101776   -0.0697327    0.84252
     919    0.3152350    0.7016506   -0.0123110    0.7017586    -1.005194   61.9388580   -0.0713196    0.78451
     920    0.5000000    0.7020121   -0.0080023    0.7020577    -0.653090   61.8775635   -0.0612946    0.73367
     921    0.6642524    0.7022123   -0.0037851    0.7022225    -0.308838   61.8361664   -0.0413971    0.70026
     922    0.8012538    0.7022228    0.0003996    0.7022229     0.032603   61.8212891   -0.0148773    0.69300
     923    0.9053836    0.7020493    0.0046158    0.7020644     0.376699   61.8352966    0.0140076    0.71310
     924    0.9723699    0.7017107    0.0089226    0.7017674     0.728503   61.8759918    0.0406952    0.75602
     925    0.9994646    0.7012587    0.0133629    0.7013860     1.091672   61.9368286    0.0608368    0.81112
     926    0.9855561    0.7007437    0.0179596    0.7009738     1.468131   62.0079651    0.0711365    0.86910
     927    0.9312149    0.7002363    0.0227127    0.7006046     1.857782   62.0779877    0.0700226    0.92004
     928    0.8386706    0.6997919    0.0275946    0.7003358     2.258148   62.1353760    0.0573883    0.95767
     929    0.7117196    0.6994534    0.0325594    0.7002108     2.665182   62.1707306    0.0353546    0.97774
     930    0.5555702    0.6992445    0.0375471    0.7002519     3.073642   62.1783295    0.0075989    0.97783
     931    0.3766285    0.6991615    0.0424938    0.7004517     3.478059   62.1567230   -0.0216064    0.95805
     932    0.1822355    0.6991749    0.0473413    0.7007758     3.873602   62.1096497   -0.0470734    0.92073
     933   -0.0196337    0.6992378    0.0520487    0.7011723     4.257036   62.0449524   -0.0646973    0.87007
     934   -0.2206974    0.6992922    0.0565948    0.7015786     4.626956   61.9727783   -0.0721741    0.81236
     935   -0.4127070    0.6992741    0.0609846    0.7019283     4.984230   61.9052429   -0.0675354    0.75658
     936   -0.5877853    0.6991243    0.0652456    0.7021623     5.331673   61.8531342   -0.0521088    0.71354
     937   -0.7387495    0.6988029    0.0694275    0.7022434     5.673832   61.8249359   -0.0281982    0.69302
     938   -0.8594064    0.6982946    0.0735912    0.7021617     6.016028   61.8249054   -0.0000305    0.69989
     939   -0.9448060    0.6976023    0.0777988    0.7019271     6.363514   61.8533325    0.0284271    0.73280
     940   -0.9914449    0.6967573    0.0821066    0.7015784     6.720798   61.9053650    0.0520325    0.78348
     941   -0.9974095    0.6958103    0.0865536    0.7011730     7.090741   61.9730530    0.0676880    0.84128
     942   -0.9624552    0.6948195    0.0911570    0.7007736     7.474242   62.0450897    0.0720367    0.89676
     943   -0.8880161    0.6938524    0.0959072    0.7004494     7.869797   62.1097870    0.0646973    0.94154
     944   -0.7771460    0.6929636    0.1007738    0.7002527     8.274201   62.1567841    0.0469971    0.97022
     945   -0.6343933    0.6921883    0.1057053    0.7002130     8.682656   62.1782990    0.0215149    0.98006
     946   -0.4656145    0.6915426    0.1106396    0.7003373     9.089691   62.1707001   -0.0075989    0.96994
     947   -0.2777338    0.6910172    0.1155138    0.7006056     9.490094   62.1353607   -0.0353394    0.94090
     948   -0.0784591    0.6905804    0.1202726    0.7009756     9.879634   62.0776672   -0.0576935    0.89587
     949    0.1240345    0.6901789    0.1248808    0.7013858    10.256119   62.0078430   -0.0698242    0.84055
     950    0.3214395    0.6897516    0.1293230    0.7017704    10.619220   61.9363708   -0.0714722    0.78262
     951    0.5056574    0.6892347    0.1336117    0.7020660    10.971001   61.8760071   -0.0603638    0.73217
     952    0.6691306    0.6885757    0.1377802    0.7022250    11.315136   61.8352661   -0.0407410    0.69962
     953    0.8051526    0.6877384    0.1418810    0.7022210    11.656633   61.8213806   -0.0138855    0.69314
     954    0.9081432    0.6867132    0.1459770    0.7020572    12.000928   61.8362274    0.0148468    0.71412
     955    0.9738770    0.6855106    0.1501293    0.7017575    12.352955   61.8776703    0.0414429    0.75747
     956    0.9996573    0.6841669    0.1543922    0.7013710    12.716622   61.9391022    0.0614319    0.81323
     957    0.9844266    0.6827383    0.1587963    0.7009621    13.093482   62.0101624    0.0710602    0.87071
     958    0.9288096    0.6812849    0.1633549    0.7005954    13.483526   62.0800781    0.0699158    0.92129
     959    0.8350880    0.6798677    0.1680517    0.7003296    13.884233   62.1370392    0.0569611    0.95857
     960    0.7071068    0.6785412    0.1728487    0.7002105    14.291335   62.1713409    0.0343018    0.97791
     961    0.5501164    0.6773367    0.1776924    0.7002568    14.699720   62.1780243    0.0066833    0.97739
     962    0.3705574    0.6762619    0.1825199    0.7004596    15.103984   62.1556854   -0.0223389    0.95725
     963    0.1757963    0.6753035    0.1872673    0.7007880    15.499140   62.1076050   -0.0480804    0.91928
     964   -0.0261769    0.6744213    0.1918869    0.7011881    15.882156   62.0424652   -0.0651398    0.86798
     965   -0.2270763    0.6735582    0.1963444    0.7015923    16.251572   61.9705658   -0.0718994    0.81031
     966   -0.4186597    0.6726522    0.2006350    0.7019369    16.608496   61.9035187   -0.0670471    0.75508
     967   -0.5930676    0.6716442    0.2047758    0.7021674    16.955800   61.8519592   -0.0515594    0.71253
     968   -0.7431448    0.6704826    0.2088051    0.7022439    17.297897   61.8245087   -0.0274506    0.69274
     969   -0.8627344    0.6691408    0.2127790    0.7021569    17.640063   61.8251038    0.0005951    0.70050
     970   -0.9469301    0.6676092    0.2167635    0.7019177    17.987898   61.8547668    0.0296631    0.73415
     971   -0.9922779    0.6659098    0.2208157    0.7015664    18.345519   61.9073792    0.0526123    0.78521
     972   -0.9969173    0.6640835    0.2249861    0.7011602    18.715962   61.9754486    0.0680695    0.84305
     973   -0.9606581    0.6621866    0.2292995    0.7007634    19.099758   62.0472565    0.0718079    0.89815
     974   -0.8849876    0.6602840    0.2337637    0.7004431    19.495748   62.1116180    0.0643616    0.94242
     975   -0.7730105    0.6584339    0.2383547    0.7002487    19.900380   62.1580353    0.0464172    0.97089
     976   -0.6293204    0.6566858    0.2430305    0.7002143    20.308832   62.1783905    0.0203552    0.98008
     977   -0.4598124    0.6550646    0.2477341    0.7003440    20.715749   62.1699219   -0.0084686    0.96930
     978   -0.2714404    0.6535730    0.2523994    0.7006163    21.115763   62.1335602   -0.0363617    0.93967
     979   -0.0719327    0.6521902    0.2569695    0.7009888    21.504935   62.0755920   -0.0579681    0.89418
     980    0.1305262    0.6508713    0.2613964    0.7013997    21.880887   62.0051117   -0.0704803    0.83856
     981    0.3276302    0.6495562    0.2656574    0.7017814    22.243727   61.9348755   -0.0702362    0.78091
     982    0.5112931    0.6481848    0.2697487    0.7020740    22.595133   61.8740997   -0.0607758    0.73072
     983    0.6739801    0.6466961    0.2736950    0.7022284    22.939074   61.8345947   -0.0395050    0.69884
     984    0.8090170    0.6450453    0.2775412    0.7022197    23.280574   61.8212433   -0.0133514    0.69318
     985    0.9108638    0.6432095    0.2813463    0.7020500    23.625055   61.8370819    0.0158386    0.71514
     986    0.9753423    0.6411896    0.2851744    0.7017467    23.977502   61.8796082    0.0425262    0.75903
     987    0.9998072    0.6390123    0.2890816    0.7013593    24.341430   61.9411163    0.0615082    0.81490
     988    0.9832549    0.6367226    0.2931128    0.7009499    24.718795   62.0124512    0.0713348    0.87241
     989    0.9263644    0.6343794    0.2972898    0.7005844    25.109245   62.0823669    0.0699158    0.92281
     990    0.8314696    0.6320486    0.3016100    0.7003242    25.510210   62.1382446    0.0558777    0.95936
     991    0.7024637    0.6297855    0.3060455    0.7002097    25.917526   62.1723022    0.0340576    0.97818
     992    0.5446390    0.6276350    0.3105488    0.7002616    26.325837   62.1776886    0.0053864    0.97698
     993    0.3644705    0.6256161    0.3150597    0.7004699    26.729782   62.1544189   -0.0232697    0.95608
     994    0.1693495    0.6237240    0.3195143    0.7008002    27.124643   62.1057434   -0.0486755    0.91780
     995   -0.0327191    0.6219320    0.3238564    0.7012007    27.507178   62.0402527   -0.0654907    0.86627
     996   -0.2334454    0.6201897    0.3280449    0.7016044    27.876282   61.9683838   -0.0718689    0.80854
     997   -0.4245945    0.6184387    0.3320599    0.7019474    28.232797   61.9012299   -0.0671539    0.75334
     998   -0.5983246    0.6166143    0.3359060    0.7021724    28.579724   61.8505554   -0.0506744    0.71147
     999   -0.7475083    0.6146622    0.3396158    0.7022453    28.921720   61.8239746   -0.0265808    0.69230
    1000   -0.8660254    0.6125393    0.3432379    0.7021514    29.264196   61.8262482    0.0022736    0.70123
    1001   -0.9490136    0.6102324    0.3468323    0.7019089    29.612211   61.8559875    0.0297394    0.73542
    1002   -0.9930685    0.6077461    0.3504610    0.7015542    29.970196   61.9090881    0.0531006    0.78696
    1003   -0.9963825    0.6051140    0.3541813    0.7011471    30.341008   61.9778137    0.0687256    0.84489
    1004   -0.9588197    0.6023865    0.3580303    0.7007533    30.725268   62.0493622    0.0715485    0.89955
    1005   -0.8819213    0.5996227    0.3620234    0.7004344    31.121559   62.1135254    0.0641632    0.94364
    1006   -0.7688418    0.5968885    0.3661528    0.7002455    31.526441   62.1592102    0.0456848    0.97142
    1007   -0.6242205    0.5942383    0.3703842    0.7002168    31.934974   62.1786041    0.0193939    0.97994
    1008   -0.4539905    0.5917072    0.3746653    0.7003510    32.341731   62.1694794   -0.0091248    0.96861
    1009   -0.2651354    0.5893126    0.3789349    0.7006289    32.741491   62.1320190   -0.0374603    0.93819
    1010   -0.0654031    0.5870409    0.3831291    0.7010028    33.130262   62.0734406   -0.0585785    0.89242
    1011    0.1370123    0.5848598    0.3871956    0.7014139    33.505810   62.0028534   -0.0705872    0.83659
    1012    0.3338069    0.5827141    0.3910980    0.7017930    33.868179   61.9324036   -0.0704498    0.77907
    1013    0.5169069    0.5805445    0.3948240    0.7020811    34.219332   61.8728943   -0.0595093    0.72942
    1014    0.6788007    0.5782881    0.3983841    0.7022300    34.563053   61.8331909   -0.0397034    0.69834
    1015    0.8128467    0.5758924    0.4018173    0.7022174    34.904630   61.8216095   -0.0115814    0.69338
    1016    0.9135455    0.5733223    0.4051723    0.7020421    35.249214   61.8376923    0.0160828    0.71626
    1017    0.9767659    0.5705681    0.4085169    0.7017364    35.602009   61.8815002    0.0438080    0.76054
    1018    0.9999143    0.5676441    0.4119081    0.7013474    35.966330   61.9431763    0.0616760    0.81660
    1019    0.9820411    0.5645857    0.4154005    0.7009384    36.344210   62.0151825    0.0720062    0.87399
    1020    0.9238795    0.5614491    0.4190245    0.7005759    36.734966   62.0841675    0.0689850    0.92398
    1021    0.8278156    0.5582972    0.4227915    0.7003202    37.136193   62.1398010    0.0556335    0.95997
    1022    0.6977905    0.5551891    0.4266844    0.7002103    37.543675   62.1729736    0.0331726    0.97825
    1023    0.5391383    0.5521793    0.4306631    0.7002662    37.951858   62.1770782    0.0041046    0.97657
    1024    0.3583679    0.5492973    0.4346762    0.7004791    38.355671   62.1535950   -0.0234833    0.95511
    1025    0.1628955    0.5465536    0.4386578    0.7008149    38.750135   62.1037140   -0.0498810    0.91599
    1026   -0.0392598    0.5439272    0.4425459    0.7012158    39.132228   62.0378265   -0.0658875    0.86422
    1027   -0.2398045    0.5413790    0.4462919    0.7016179    39.500853   61.9661560   -0.0716705    0.80649
    1028   -0.4305111    0.5388546    0.4498663    0.7019572    39.857039   61.8993988   -0.0667572    0.75167
    1029   -0.6035559    0.5362911    0.4532623    0.7021787    40.203814   61.8492889   -0.0501099    0.71029
    1030   -0.7518398    0.5336266    0.4564981    0.7022449    40.545787   61.8238983   -0.0253906    0.69217
    1031   -0.8692793    0.5308161    0.4596148    0.7021477    40.888123   61.8258209    0.0019226    0.70169
    1032   -0.9510565    0.5278254    0.4626694    0.7018992    41.236434   61.8577576    0.0319366    0.73683
    1033   -0.9938165    0.5246544    0.4657249    0.7015426    41.594808   61.9112244    0.0534668    0.78865
    1034   -0.9958049    0.5213213    0.4688425    0.7011342    41.966156   61.9805603    0.0693359    0.84669
    1035   -0.9569403    0.5178719    0.4720678    0.7007420    42.350842   62.0514679    0.0709076    0.90110
    1036   -0.8788171    0.5143604    0.4754286    0.7004277    42.747519   62.1156616    0.0641937    0.94457
    1037   -0.7646403    0.5108528    0.4789267    0.7002438    43.152518   62.1598053    0.0441437    0.97175
    1038   -0.6190939    0.5074072    0.4825401    0.7002193    43.561057   62.1789856    0.0191803    0.97980
    1039   -0.4481492    0.5040712    0.4862261    0.7003596    43.967642   62.1684418   -0.0105438    0.96766
    1040   -0.2588190    0.5008707    0.4899254    0.7006414    44.367080   62.1304321   -0.0380096    0.93670
    1041   -0.0588708    0.4978046    0.4935741    0.7010170    44.755504   62.0713196   -0.0591125    0.89058
    1042    0.1434926    0.4948530    0.4971142    0.7014286    45.130604   62.0003510   -0.0709686    0.83450
    1043    0.3399692    0.4919682    0.5004988    0.7018060    45.492466   61.9300232   -0.0703278    0.77697
    1044    0.5224986    0.4890919    0.5037050    0.7020895    45.843286   61.8709106   -0.0591125    0.72787
    1045    0.6835923    0.4861622    0.5067339    0.7022342    46.186935   61.8325653   -0.0383453    0.69745
    1046    0.8166416    0.4831209    0.5096083    0.7022154    46.528366   61.8211975   -0.0113678    0.69351
    1047    0.9161880    0.4799213    0.5123777    0.7020366    46.873379   61.8395996    0.0184021    0.71703
    1048    0.9781476    0.4765444    0.5150967    0.7017258    47.226382   61.8826904    0.0430908    0.76209
    1049    0.9999786    0.4729910    0.5178318    0.7013346    47.591218   61.9457855    0.0630951    0.81842
    1050    0.9807853    0.4692888    0.5206385    0.7009254    47.969393   62.0170746    0.0712891    0.87580
    1051    0.9213551    0.4654846    0.5235634    0.7005673    48.360657   62.0865021    0.0694275    0.92516
    1052    0.8241262    0.4616385    0.5266218    0.7003146    48.762086   62.1410675    0.0545654    0.96078
    1053    0.6930874    0.4578133    0.5298128    0.7002104    49.169579   62.1733704    0.0323029    0.97836
    1054    0.5336145    0.4540663    0.5331087    0.7002721    49.577868   62.1772461    0.0038757    0.97598
    1055    0.3522500    0.4504404    0.5364590    0.7004890    49.981335   62.1520233   -0.0252228    0.95396
    1056    0.1564345    0.4469547    0.5398064    0.7008277    50.375555   62.1021576   -0.0498657    0.91440
    1057   -0.0457989    0.4436026    0.5430813    0.7012279    50.757179   62.0352783   -0.0668793    0.86256
