# PMU_padrao on SAPHO - cocotb fast sim results
# A=1 f1=62 Hz f0=60 Hz Fs=1920 Hz Fr=60 Hz phi=0.7853981634 rad N=1600 Q20
# TVE compares y_hw[n] against X[n-82] (FIR group delay); '-' while n < 82
#      n         x[n]        Re_hw        Im_hw       abs_hw     fase_deg        fe_hw     ROCOF_hw    TVE_pct
     527    0.6242205   -0.5942383   -0.3703842    0.7002168  -148.065026   62.1786041    0.0193939    0.97994
     528    0.4539905   -0.5917072   -0.3746653    0.7003510  -147.658269   62.1694794   -0.0091248    0.96861
     529    0.2651354   -0.5893126   -0.3789349    0.7006289  -147.258509   62.1320190   -0.0374603    0.93819
     530    0.0654031   -0.5870409   -0.3831291    0.7010028  -146.869738   62.0734406   -0.0585785    0.89242
     531   -0.1370123   -0.5848598   -0.3871956    0.7014139  -146.494190   62.0028534   -0.0705872    0.83659
     532   -0.3338069   -0.5827141   -0.3910980    0.7017930  -146.131821   61.9324036   -0.0704498    0.77907
     533   -0.5169069   -0.5805445   -0.3948240    0.7020811  -145.780668   61.8728943   -0.0595093    0.72942
     534   -0.6788007   -0.5782881   -0.3983841    0.7022300  -145.436947   61.8331909   -0.0397034    0.69834
     535   -0.8128467   -0.5758924   -0.4018173    0.7022174  -145.095370   61.8216095   -0.0115814    0.69338
     536   -0.9135455   -0.5733223   -0.4051723    0.7020421  -144.750786   61.8376923    0.0160828    0.71626
     537   -0.9767659   -0.5705681   -0.4085169    0.7017364  -144.397991   61.8815002    0.0438080    0.76054
     538   -0.9999143   -0.5676441   -0.4119081    0.7013474  -144.033670   61.9431763    0.0616760    0.81660
     539   -0.9820411   -0.5645857   -0.4154005    0.7009384  -143.655790   62.0151825    0.0720062    0.87399
     540   -0.9238795   -0.5614491   -0.4190245    0.7005759  -143.265034   62.0841675    0.0689850    0.92398
     541   -0.8278156   -0.5582972   -0.4227915    0.7003202  -142.863807   62.1398010    0.0556335    0.95997
     542   -0.6977905   -0.5551891   -0.4266844    0.7002103  -142.456325   62.1729736    0.0331726    0.97825
     543   -0.5391383   -0.5521793   -0.4306631    0.7002662  -142.048142   62.1770782    0.0041046    0.97657
     544   -0.3583679   -0.5492973   -0.4346762    0.7004791  -141.644329   62.1535950   -0.0234833    0.95511
     545   -0.1628955   -0.5465536   -0.4386578    0.7008149  -141.249865   62.1037140   -0.0498810    0.91599
     546    0.0392598   -0.5439272   -0.4425459    0.7012158  -140.867772   62.0378265   -0.0658875    0.86422
     547    0.2398045   -0.5413790   -0.4462919    0.7016179  -140.499147   61.9661560   -0.0716705    0.80649
     548    0.4305111   -0.5388546   -0.4498663    0.7019572  -140.142961   61.8993988   -0.0667572    0.75167
     549    0.6035559   -0.5362911   -0.4532623    0.7021787  -139.796186   61.8492889   -0.0501099    0.71029
     550    0.7518398   -0.5336266   -0.4564981    0.7022449  -139.454213   61.8238983   -0.0253906    0.69217
     551    0.8692793   -0.5308161   -0.4596148    0.7021477  -139.111877   61.8258209    0.0019226    0.70169
     552    0.9510565   -0.5278254   -0.4626694    0.7018992  -138.763566   61.8577576    0.0319366    0.73683
     553    0.9938165   -0.5246544   -0.4657249    0.7015426  -138.405192   61.9112244    0.0534668    0.78865
     554    0.9958049   -0.5213213   -0.4688425    0.7011342  -138.033844   61.9805603    0.0693359    0.84669
     555    0.9569403   -0.5178719   -0.4720678    0.7007420  -137.649158   62.0514679    0.0709076    0.90110
     556    0.8788171   -0.5143604   -0.4754286    0.7004277  -137.252481   62.1156616    0.0641937    0.94457
     557    0.7646403   -0.5108528   -0.4789267    0.7002438  -136.847482   62.1598053    0.0441437    0.97175
     558    0.6190939   -0.5074072   -0.4825401    0.7002193  -136.438943   62.1789856    0.0191803    0.97980
     559    0.4481492   -0.5040712   -0.4862261    0.7003596  -136.032358   62.1684418   -0.0105438    0.96766
     560    0.2588190   -0.5008707   -0.4899254    0.7006414  -135.632920   62.1304321   -0.0380096    0.93670
     561    0.0588708   -0.4978046   -0.4935741    0.7010170  -135.244496   62.0713196   -0.0591125    0.89058
     562   -0.1434926   -0.4948530   -0.4971142    0.7014286  -134.869396   62.0003510   -0.0709686    0.83450
     563   -0.3399692   -0.4919682   -0.5004988    0.7018060  -134.507534   61.9300232   -0.0703278    0.77697
     564   -0.5224986   -0.4890919   -0.5037050    0.7020895  -134.156714   61.8709106   -0.0591125    0.72787
     565   -0.6835923   -0.4861622   -0.5067339    0.7022342  -133.813065   61.8325653   -0.0383453    0.69745
     566   -0.8166416   -0.4831209   -0.5096083    0.7022154  -133.471634   61.8211975   -0.0113678    0.69351
     567   -0.9161880   -0.4799213   -0.5123777    0.7020366  -133.126621   61.8395996    0.0184021    0.71703
     568   -0.9781476   -0.4765444   -0.5150967    0.7017258  -132.773618   61.8826904    0.0430908    0.76209
     569   -0.9999786   -0.4729910   -0.5178318    0.7013346  -132.408782   61.9457855    0.0630951    0.81842
     570   -0.9807853   -0.4692888   -0.5206385    0.7009254  -132.030607   62.0170746    0.0712891    0.87580
     571   -0.9213551   -0.4654846   -0.5235634    0.7005673  -131.639343   62.0865021    0.0694275    0.92516
     572   -0.8241262   -0.4616385   -0.5266218    0.7003146  -131.237914   62.1410675    0.0545654    0.96078
     573   -0.6930874   -0.4578133   -0.5298128    0.7002104  -130.830421   62.1733704    0.0323029    0.97836
     574   -0.5336145   -0.4540663   -0.5331087    0.7002721  -130.422132   62.1772461    0.0038757    0.97598
     575   -0.3522500   -0.4504404   -0.5364590    0.7004890  -130.018665   62.1520233   -0.0252228    0.95396
     576   -0.1564345   -0.4469547   -0.5398064    0.7008277  -129.624445   62.1021576   -0.0498657    0.91440
     577    0.0457989   -0.4436026   -0.5430813    0.7012279  -129.242821   62.0352783   -0.0668793    0.86256
     578    0.2461533   -0.4403563   -0.5462341    0.7016305  -128.874635   61.9638977   -0.0713806    0.80455
     579    0.4364092   -0.4371662   -0.5492220    0.7019680  -128.518864   61.8971558   -0.0667419    0.74980
     580    0.6087614   -0.4339695   -0.5520248    0.7021830  -128.172349   61.8480682   -0.0490875    0.70931
     581    0.7561391   -0.4307060   -0.5546522    0.7022441  -127.830536   61.8230743   -0.0249939    0.69202
     582    0.8724960   -0.4273186   -0.5571365    0.7021412  -127.487873   61.8274231    0.0043488    0.70255
     583    0.9530586   -0.4237690   -0.5595245    0.7018888  -127.139319   61.8588867    0.0314636    0.73836
     584    0.9945219   -0.4200420   -0.5618801    0.7015302  -126.780512   61.9135132    0.0546265    0.79043
     585    0.9951847   -0.4161453   -0.5642633    0.7011206  -126.408847   61.9823608    0.0688477    0.84862
     586    0.9550199   -0.4121132   -0.5667315    0.7007295  -126.023727   62.0539551    0.0715942    0.90283
     587    0.8756753   -0.4079962   -0.5693207    0.7004191  -125.626779   62.1168365    0.0628815    0.94579
     588    0.7604060   -0.4038563   -0.5720463    0.7002406  -125.221530   62.1612854    0.0444489    0.97229
     589    0.6139408   -0.3997555   -0.5748968    0.7002220  -124.812886   62.1791687    0.0178833    0.97962
     590    0.4422887   -0.3957500   -0.5778360    0.7003660  -124.406578   62.1672668   -0.0119019    0.96700
     591    0.2524916   -0.3918743   -0.5808163    0.7006519  -124.007376   62.1291199   -0.0381470    0.93546
     592    0.0523360   -0.3881416   -0.5837708    0.7010294  -123.619420   62.0689240   -0.0601959    0.88892
     593   -0.1499668   -0.3845406   -0.5866404    0.7014402  -123.244691   61.9983978   -0.0705261    0.83277
     594   -0.3461171   -0.3810358   -0.5893698    0.7018155  -122.883234   61.9280090   -0.0703888    0.77535
     595   -0.5280679   -0.3775730   -0.5919285    0.7020974  -122.532554   61.8699799   -0.0580292    0.72645
     596   -0.6883546   -0.3740921   -0.5942974    0.7022352  -122.189164   61.8315125   -0.0384674    0.69702
     597   -0.8204014   -0.3705292   -0.5964966    0.7022108  -121.847545   61.8217316   -0.0097809    0.69404
     598   -0.9187912   -0.3668356   -0.5985613    0.7020285  -121.502558   61.8401794    0.0184479    0.71820
     599   -0.9794874   -0.3629742   -0.6005440    0.7017146  -121.149142   61.8845215    0.0443420    0.76373
     600   -1.0000000   -0.3589382   -0.6025076    0.7013216  -120.783973   61.9478607    0.0633392    0.82027
     601   -0.9794874   -0.3547411   -0.6045151    0.7009135  -120.405232   62.0198212    0.0719604    0.87744
     602   -0.9187912   -0.3504229   -0.6066170    0.7005572  -120.013626   62.0884552    0.0686340    0.92656
     603   -0.8204014   -0.3460379   -0.6088419    0.7003075  -119.611918   62.1424255    0.0539703    0.96183
     604   -0.6883546   -0.3416500   -0.6112032    0.7002100  -119.204292   62.1741333    0.0317078    0.97857
     605   -0.5280679   -0.3373203   -0.6136799    0.7002771  -118.796197   62.1763000    0.0021667    0.97551
     606   -0.3461171   -0.3330975   -0.6162338    0.7004984  -118.392882   62.1510468   -0.0252533    0.95291
     607   -0.1499668   -0.3290138   -0.6188097    0.7008392  -117.999052   62.1003876   -0.0506592    0.91299
     608    0.0523360   -0.3250761   -0.6213427    0.7012426  -117.617813   62.0331573   -0.0672302    0.86056
     609    0.2524916   -0.3212652   -0.6237717    0.7016427  -117.250124   61.9608612   -0.0722961    0.80266
     610    0.4422887   -0.3175402   -0.6260509    0.7019769  -116.894642   61.8959198   -0.0649414    0.74825
     611    0.6139408   -0.3138447   -0.6281481    0.7021884  -116.548312   61.8471069   -0.0488129    0.70824
     612    0.7604060   -0.3101168   -0.6300592    0.7022443  -116.206529   61.8226471   -0.0244598    0.69180
     613    0.8756753   -0.3062944   -0.6318054    0.7021356  -115.863753   61.8279266    0.0052795    0.70331
     614    0.9550199   -0.3023319   -0.6334267    0.7018789  -115.514950   61.8602448    0.0323181    0.73980
     615    0.9951847   -0.2982025   -0.6349812    0.7015168  -115.155886   61.9153137    0.0550690    0.79237
     616    0.9945219   -0.2939005   -0.6365337    0.7011082  -114.783725   61.9847717    0.0694580    0.85035
     617    0.9530586   -0.2894497   -0.6381426    0.7007190  -114.398166   62.0561829    0.0714111    0.90427
     618    0.8724960   -0.2848930   -0.6398535    0.7004117  -114.000890   62.1186676    0.0624847    0.94683
     619    0.7561391   -0.2802877   -0.6416941    0.7002375  -113.595389   62.1625061    0.0438385    0.97283
     620    0.6087614   -0.2757006   -0.6436644    0.7002247  -113.186889   62.1788788    0.0163727    0.97943
     621    0.4364092   -0.2711868   -0.6457405    0.7003735  -112.780582   62.1665649   -0.0123138    0.96624
     622    0.2461533   -0.2667952   -0.6478796    0.7006623  -112.381738   62.1272736   -0.0392914    0.93426
     623    0.0457989   -0.2625494   -0.6500235    0.7010440  -111.994156   62.0670319   -0.0602417    0.88705
     624   -0.1564345   -0.2584486   -0.6521053    0.7014535  -111.619885   61.9962006   -0.0708313    0.83087
     625   -0.3522500   -0.2544689   -0.6540689    0.7018266  -111.258782   61.9256897   -0.0705109    0.77359
     626   -0.5336145   -0.2505646   -0.6558704    0.7021030  -110.908539   61.8679352   -0.0577545    0.72530
     627   -0.6930874   -0.2466784   -0.6574850    0.7022370  -110.565325   61.8306885   -0.0372467    0.69647
     628   -0.8241262   -0.2427435   -0.6589165    0.7022075  -110.223695   61.8217621   -0.0089264    0.69438
     629   -0.9213551   -0.2387047   -0.6601906    0.7020196  -109.878438   61.8412476    0.0194855    0.71946
     630   -0.9807853   -0.2345181   -0.6613531    0.7017027  -109.524679   61.8865356    0.0452881    0.76546
     631   -0.9999786   -0.2301636   -0.6624651    0.7013097  -109.159017   61.9502258    0.0636902    0.82196
     632   -0.9781476   -0.2256432   -0.6635857    0.7009000  -108.779893   62.0218964    0.0716705    0.87931
     633   -0.9161880   -0.2209873   -0.6647787    0.7005470  -108.387962   62.0903473    0.0684509    0.92796
     634   -0.8166416   -0.2162418   -0.6660805    0.7003026  -107.985929   62.1441803    0.0538330    0.96257
     635   -0.6835923   -0.2114687   -0.6675138    0.7002098  -107.578226   62.1743774    0.0301971    0.97876
     636   -0.5224986   -0.2067299   -0.6690731    0.7002828  -107.170078   62.1765137    0.0021362    0.97498
     637   -0.3399692   -0.2020845   -0.6707258    0.7005079  -106.767151   62.1492157   -0.0272980    0.95185
     638   -0.1434926   -0.1975708   -0.6724272    0.7008513  -106.373705   62.0981750   -0.0510406    0.91147
     639    0.0588708   -0.1932077   -0.6741152    0.7012564  -105.992800   62.0312653   -0.0669098    0.85869
     640    0.2588190   -0.1889896   -0.6757240    0.7016552  -105.625490   61.9589691   -0.0722961    0.80078
     641    0.4481492   -0.1848860   -0.6772003    0.7019851  -105.270472   61.8934937   -0.0654755    0.74677
     642    0.6190939   -0.1808453   -0.6785049    0.7021923  -104.924370   61.8457489   -0.0477448    0.70736
     643    0.7646403   -0.1768074   -0.6796207    0.7022430  -104.582587   61.8227997   -0.0229492    0.69179
     644    0.8788171   -0.1727104   -0.6805563    0.7021294  -104.239808   61.8282471    0.0054474    0.70412
     645    0.9569403   -0.1684980   -0.6813431    0.7018689  -103.890703   61.8618317    0.0335846    0.74125
     646    0.9958049   -0.1641340   -0.6820316    0.7015035  -103.531189   61.9173279    0.0554962    0.79428
     647    0.9938165   -0.1596022   -0.6826878    0.7010959  -103.158563   61.9871674    0.0698395    0.85207
     648    0.9510565   -0.1549139   -0.6833677    0.7007066  -102.772616   62.0583191    0.0711517    0.90597
     649    0.8692793   -0.1501026   -0.6841307    0.7004039  -102.374971   62.1207275    0.0624084    0.94794
     650    0.7518398   -0.1452208   -0.6850100    0.7002340  -101.969378   62.1630096    0.0422821    0.97341
     651    0.6035559   -0.1403313   -0.6860199    0.7002258  -101.560854   62.1791382    0.0161285    0.97948
     652    0.4305111   -0.1354952   -0.6871500    0.7003814  -101.154726   62.1658325   -0.0133057    0.96541
     653    0.2398045   -0.1307669   -0.6883640    0.7006747  -100.756176   62.1256256   -0.0402069    0.93277
     654    0.0392598   -0.1261806   -0.6896086    0.7010574  -100.368955   62.0649109   -0.0607147    0.88530
     655   -0.1628955   -0.1217499   -0.6908197    0.7014663   -99.995151   61.9935760   -0.0713348    0.82901
     656   -0.3583679   -0.1174603   -0.6919394    0.7018383   -99.634408   61.9237823   -0.0697937    0.77171
     657   -0.5391383   -0.1132765   -0.6929121    0.7021102   -99.284520   61.8662109   -0.0575714    0.72393
     658   -0.6977905   -0.1091442   -0.6937056    0.7022392   -98.941337   61.8302917   -0.0359192    0.69590
     659   -0.8278156   -0.1050014   -0.6943092    0.7022041   -98.599762   61.8218994   -0.0083923    0.69473
     660   -0.9238795   -0.1007853   -0.6947393    0.7020117   -98.254268   61.8423462    0.0204468    0.72059
     661   -0.9820411   -0.0964460   -0.6950302    0.7016900   -97.900212   61.8883057    0.0459595    0.76730
     662   -0.9999143   -0.0919514   -0.6952400    0.7012943   -97.534125   61.9523163    0.0640106    0.82414
     663   -0.9767659   -0.0872936   -0.6954308    0.7008881   -97.154606   62.0243073    0.0719910    0.88096
     664   -0.9135455   -0.0824881   -0.6956635    0.7005369   -96.762253   62.0923920    0.0680847    0.92937
     665   -0.8128467   -0.0775747   -0.6959867    0.7002966   -96.359941   62.1454773    0.0530853    0.96345
     666   -0.6788007   -0.0726099   -0.6964340    0.7002089   -95.952128   62.1750793    0.0296021    0.97904
     667   -0.5169069   -0.0676565   -0.6970119    0.7002878   -95.544133   62.1759033    0.0008240    0.97452
     668   -0.3338069   -0.0627756   -0.6977005    0.7005189   -95.141344   62.1481628   -0.0277405    0.95059
     669   -0.1370123   -0.0580168   -0.6984577    0.7008631   -94.748323   62.0961456   -0.0520172    0.91001
     670    0.0654031   -0.0534086   -0.6992331    0.7012698   -94.367869   62.0288086   -0.0673370    0.85682
     671    0.2651354   -0.0489578   -0.6999569    0.7016670   -94.000983   61.9567261   -0.0720825    0.79895
     672    0.4539905   -0.0446444   -0.7005730    0.7019940   -93.646271   61.8918152   -0.0649109    0.74522
     673    0.6242205   -0.0404263   -0.7010317    0.7021963   -93.300409   61.8445129   -0.0473022    0.70645
     674    0.7688418   -0.0362473   -0.7013054    0.7022415   -92.958723   61.8223267   -0.0221863    0.69179
     675    0.8819213   -0.0320435   -0.7013912    0.7021228   -92.615771   61.8289337    0.0066071    0.70502
     676    0.9588197   -0.0277557   -0.7013092    0.7018582   -92.266414   61.8632355    0.0343018    0.74281
     677    0.9963825   -0.0233374   -0.7011032    0.7014915   -91.906480   61.9196930    0.0564575    0.79600
     678    0.9930685   -0.0187616   -0.7008314    0.7010825   -91.533473   61.9892731    0.0695801    0.85395
     679    0.9490136   -0.0140276   -0.7005558    0.7006962   -91.147110   62.0606689    0.0713959    0.90740
     680    0.8660254   -0.0091572   -0.7003355    0.7003954   -90.749124   62.1223145    0.0616455    0.94914
     681    0.7475083   -0.0041962   -0.7002201    0.7002327   -90.343349   62.1641235    0.0418091    0.97370
     682    0.5983246    0.0007963   -0.7002268    0.7002272   -89.934842   62.1791534    0.0150299    0.97947
     683    0.4245945    0.0057592   -0.7003651    0.7003887   -89.528856   62.1649628   -0.0141907    0.96464
     684    0.2334454    0.0106306   -0.7006044    0.7006851   -89.130690   62.1238708   -0.0410919    0.93152
     685    0.0327191    0.0153685   -0.7009020    0.7010705   -88.743894   62.0627441   -0.0611267    0.88355
     686   -0.1693495    0.0199480   -0.7011967    0.7014804   -88.370460   61.9913635   -0.0713806    0.82695
     687   -0.3644705    0.0243692   -0.7014246    0.7018478   -88.010202   61.9216309   -0.0697327    0.77005
     688   -0.5446390    0.0286598   -0.7015314    0.7021166   -87.660584   61.8646545   -0.0569763    0.72265
     689   -0.7024637    0.0328655   -0.7014723    0.7022418   -87.317528   61.8295593   -0.0350952    0.69524
     690   -0.8314696    0.0370464   -0.7012234    0.7022013   -86.975810   61.8220978   -0.0074615    0.69502
     691   -0.9263644    0.0412645   -0.7007885    0.7020023   -86.630143   61.8434906    0.0213928    0.72193
     692   -0.9832549    0.0455770   -0.7001972    0.7016790   -86.275772   61.8901062    0.0466156    0.76891
     693   -0.9998072    0.0500269   -0.6994953    0.7012820   -85.909254   61.9546051    0.0644989    0.82590
     694   -0.9753423    0.0546331   -0.6987429    0.7008754   -85.529267   62.0266113    0.0720062    0.88271
     695   -0.9108638    0.0593910   -0.6980057    0.7005278   -85.136603   62.0943909    0.0677795    0.93062
     696   -0.8090170    0.0642719   -0.6973362    0.7002918   -84.734053   62.1467896    0.0523987    0.96418
     697   -0.6739801    0.0692272   -0.6967783    0.7002088   -84.326096   62.1755219    0.0287323    0.97921
     698   -0.5112931    0.0741949   -0.6963501    0.7002916   -83.918178   62.1754761   -0.0000458    0.97423
     699   -0.3276302    0.0791121   -0.6960459    0.7005274   -83.515632   62.1468353   -0.0286407    0.94967
     700   -0.1305262    0.0839214   -0.6958332    0.7008756   -83.123019   62.0942078   -0.0526276    0.90842
     701    0.0719327    0.0885859   -0.6956644    0.7012820   -82.743017   62.0264435   -0.0677643    0.85510
     702    0.2714404    0.0930862   -0.6954775    0.7016794   -82.376550   61.9545593   -0.0718842    0.79699
     703    0.4598124    0.0974312   -0.6952085    0.7020027   -82.022146   61.8899536   -0.0646057    0.74366
     704    0.6293204    0.1016521   -0.6948051    0.7022018   -81.676502   61.8432922   -0.0466614    0.70535
     705    0.7730105    0.1057987   -0.6942253    0.7022408   -81.334896   61.8221741   -0.0211182    0.69168
     706    0.8849876    0.1099348   -0.6934566    0.7021166   -80.991774   61.8296814    0.0075073    0.70586
     707    0.9606581    0.1141205   -0.6925087    0.7018488   -80.642169   61.8647308    0.0350494    0.74419
     708    0.9969173    0.1184111   -0.6914129    0.7014792   -80.281830   61.9217682    0.0570374    0.79779
     709    0.9922779    0.1228428   -0.6902218    0.7010681   -79.908403   61.9916229    0.0698547    0.85597
     710    0.9469301    0.1274300   -0.6890001    0.7006851   -79.521601   62.0627594    0.0711365    0.90894
     711    0.8627344    0.1321602   -0.6878061    0.7003882   -79.123328   62.1238708    0.0611115    0.95016
     712    0.7431448    0.1369982   -0.6866961    0.7002285   -78.717431   62.1650391    0.0411682    0.97438
     713    0.5930676    0.1418924   -0.6857042    0.7002312   -78.308821   62.1791992    0.0141602    0.97912
     714    0.4186597    0.1467800   -0.6848431    0.7003959   -77.903009   62.1641541   -0.0150452    0.96390
     715    0.2270763    0.1515980   -0.6841002    0.7006961   -77.505059   62.1221161   -0.0420380    0.93025
     716    0.0261769    0.1562929   -0.6834393    0.7010825   -77.118766   62.0603790   -0.0617371    0.88196
     717   -0.1757963    0.1608324   -0.6828070    0.7014930   -76.745810   61.9891205   -0.0712585    0.82506
     718   -0.3705574    0.1652050   -0.6821394    0.7018596   -76.385868   61.9195862   -0.0695343    0.76815
     719   -0.5501164    0.1694250   -0.6813755    0.7021235   -76.036500   61.8631744   -0.0564117    0.72135
     720   -0.7071068    0.1735296   -0.6804647    0.7022427   -75.693569   61.8289490   -0.0342255    0.69485
     721   -0.8350880    0.1775732   -0.6793728    0.7021963   -75.351846   61.8225861   -0.0063629    0.69562
     722   -0.9288096    0.1816177   -0.6780920    0.7019927   -75.006029   61.8442688    0.0216827    0.72331
     723   -0.9844266    0.1857262   -0.6766405    0.7016670   -74.651304   61.8919220    0.0476532    0.77066
     724   -0.9996573    0.1899481   -0.6750536    0.7012686   -74.284342   61.9569550    0.0650330    0.82780
     725   -0.9738770    0.1943140   -0.6733885    0.7008637   -73.903895   62.0288239    0.0718689    0.88433
     726   -0.9081432    0.1988306   -0.6717062    0.7005161   -73.510809   62.0966644    0.0678406    0.93225
     727   -0.8051526    0.2034817   -0.6700735    0.7002880   -73.108002   62.1479950    0.0513306    0.96477
     728   -0.6691306    0.2082243   -0.6685324    0.7002092   -72.700027   62.1761322    0.0281372    0.97932
     729   -0.5056574    0.2130041   -0.6671171    0.7002971   -72.292215   62.1748657   -0.0012665    0.97371
     730   -0.3214395    0.2177572   -0.6658335    0.7005372   -71.889948   62.1452942   -0.0295715    0.94854
     731   -0.1240345    0.2224226   -0.6646614    0.7008899   -71.497674   62.0921783   -0.0531158    0.90662
     732    0.0784591    0.2269526   -0.6635571    0.7012955   -71.118072   62.0242157   -0.0679626    0.85323
     733    0.2777338    0.2313175   -0.6624680    0.7016919   -70.752054   61.9523315   -0.0718842    0.79505
     734    0.4656145    0.2355137   -0.6613274    0.7020118   -70.398031   61.8879242   -0.0644073    0.74204
     735    0.6343933    0.2395630   -0.6600771    0.7022052   -70.052554   61.8423462   -0.0455780    0.70454
     736    0.7771460    0.2435064   -0.6586704    0.7022408   -69.710955   61.8219910   -0.0203552    0.69150
     737    0.8880161    0.2474022   -0.6570787    0.7021113   -69.367724   61.8302460    0.0082550    0.70658
     738    0.9624552    0.2513123   -0.6552992    0.7018368   -69.017799   61.8661499    0.0359039    0.74593
     739    0.9974095    0.2552977   -0.6533585    0.7014657   -68.657091   61.9237671    0.0576172    0.79971
     740    0.9914449    0.2594032   -0.6512976    0.7010553   -68.283260   61.9941101    0.0703430    0.85776
     741    0.9448060    0.2636557   -0.6491756    0.7006735   -67.896002   62.0649567    0.0708466    0.91054
     742    0.8594064    0.2680521   -0.6470547    0.7003797   -67.497485   62.1257782    0.0608215    0.95137
     743    0.7387495    0.2725725   -0.6449957    0.7002251   -67.091281   62.1659546    0.0401764    0.97497
     744    0.5877853    0.2771683   -0.6430445    0.7002346   -66.682748   62.1789551    0.0130005    0.97887
     745    0.4127070    0.2817812   -0.6412210    0.7004035   -66.277166   62.1630249   -0.0159302    0.96310
     746    0.2206974    0.2863493   -0.6395273    0.7007076   -65.879481   62.1207733   -0.0422516    0.92889
     747    0.0196337    0.2908106   -0.6379385    0.7010965   -65.493660   62.0577698   -0.0630035    0.88009
     748   -0.1822355    0.2951241   -0.6364040    0.7015043   -65.121104   61.9868469   -0.0709229    0.82338
     749   -0.3766285    0.2992668   -0.6348696    0.7018689   -64.761600   61.9174347   -0.0694122    0.76654
     750   -0.5555702    0.3032417   -0.6332693    0.7021293   -64.412517   61.8616943   -0.0557404    0.72018
     751   -0.7117196    0.3070745   -0.6315470    0.7022438   -64.069775   61.8282318   -0.0334625    0.69440
     752   -0.8386706    0.3108149   -0.6296568    0.7021920   -63.727863   61.8231201   -0.0051117    0.69613
     753   -0.9312149    0.3145189   -0.6275826    0.7019843   -63.381828   61.8455200    0.0223999    0.72452
     754   -0.9855561    0.3182526   -0.6253281    0.7016551   -63.026775   61.8938293    0.0483093    0.77239
     755   -0.9994646    0.3220711   -0.6229191    0.7012546   -62.659446   61.9589081    0.0650787    0.82979
     756   -0.9723699    0.3260174   -0.6204062    0.7008503   -62.278512   62.0316010    0.0726929    0.88619
     757   -0.9053836    0.3301077   -0.6178503    0.7005070   -61.885112   62.0982208    0.0666199    0.93351
     758   -0.8012538    0.3343382   -0.6153145    0.7002813   -61.482047   62.1497498    0.0515289    0.96577
     759   -0.6642524    0.3386774   -0.6128550    0.7002097   -61.073975   62.1761780    0.0264282    0.97942
     760   -0.5000000    0.3430758   -0.6105099    0.7003023   -60.666210   62.1745605   -0.0016174    0.97325
     761   -0.3152350    0.3474722   -0.6083002    0.7005470   -60.264203   62.1439972   -0.0305634    0.94745
     762   -0.1175374    0.3518028   -0.6062155    0.7009012   -59.872276   62.0902710   -0.0537262    0.90524
     763    0.0849822    0.3560123   -0.6042261    0.7013088   -59.493245   62.0214386   -0.0688324    0.85134
     764    0.2840153    0.3600636   -0.6022806    0.7017034   -59.127602   61.9500732   -0.0713654    0.79323
     765    0.4713967    0.3639383   -0.6003180    0.7020205   -58.773971   61.8862305   -0.0638428    0.74046
     766    0.6394390    0.3676481   -0.5982742    0.7022088   -58.428676   61.8414307   -0.0447998    0.70370
     767    0.7812482    0.3712234   -0.5960960    0.7022374   -58.087092   61.8213959   -0.0200348    0.69179
     768    0.8910065    0.3747177   -0.5937462    0.7021025   -57.743666   61.8316040    0.0102081    0.70780
     769    0.9642112    0.3781900   -0.5912123    0.7018259   -57.393534   61.8674622    0.0358582    0.74752
     770    0.9978589    0.3817062   -0.5885038    0.7014531   -57.032377   61.9260559    0.0585938    0.80153
     771    0.9905693    0.3853178   -0.5856543    0.7010426   -56.657999   61.9967346    0.0706787    0.85952
     772    0.9426415    0.3890591   -0.5827169    0.7006611   -56.270394   62.0672150    0.0704803    0.91224
     773    0.8560416    0.3929453   -0.5797558    0.7003733   -55.871473   62.1272125    0.0599976    0.95228
     774    0.7343225    0.3969612   -0.5768318    0.7002236   -55.465225   62.1668701    0.0396576    0.97529
     775    0.5824777    0.4010715   -0.5739975    0.7002368   -55.056692   62.1788330    0.0119629    0.97879
     776    0.4067366    0.4052238   -0.5712891    0.7004124   -54.651354   62.1618042   -0.0170288    0.96211
     777    0.2143092    0.4093552   -0.5687132    0.7007184   -54.253965   62.1191254   -0.0426788    0.92760
     778    0.0130896    0.4134026   -0.5662622    0.7011096   -53.868502   62.0559540   -0.0631714    0.87839
     779   -0.1886670    0.4173145   -0.5638943    0.7015185   -53.496408   61.9843597   -0.0715942    0.82131
     780   -0.3826834    0.4210587   -0.5615559    0.7018799   -53.137171   61.9158173   -0.0685425    0.76479
     781   -0.5610003    0.4246235   -0.5591879    0.7021369   -52.788510   61.8595428   -0.0562744    0.71877
     782   -0.7163019    0.4280272   -0.5567236    0.7022453   -52.445750   61.8280334   -0.0315094    0.69397
     783   -0.8422172    0.4313049   -0.5541143    0.7021870   -52.103948   61.8229828   -0.0050507    0.69672
     784   -0.9335804    0.4345160   -0.5513315    0.7019762   -51.757613   61.8469543    0.0239716    0.72570
     785   -0.9866433    0.4377193   -0.5483646    0.7016424   -51.402195   61.8955841    0.0486298    0.77423
     786   -0.9992290    0.4409781   -0.5452318    0.7012413   -51.034414   61.9614563    0.0658722    0.83166
     787   -0.9708212    0.4443407   -0.5419731    0.7008377   -50.653131   62.0335388    0.0720825    0.88792
     788   -0.9025853    0.4478388   -0.5386438    0.7004975   -50.259217   62.1005859    0.0670471    0.93483
